forecast_prob_etas_forced,forecast_prob_etas_mle,forecast_prob_poisson,horizon,is_background,is_post_mainshock,mainshock_definition,most_recent_mainshock_mag,most_recent_mainshock_time,n_events_preceding_1d,n_events_preceding_30d,n_events_preceding_7d,n_events_preceding_90d,n_mainshocks_preceding_90d,n_observed_in_horizon,n_train_events,observed_binary,origin_time,threshold,time_since_mainshock_days,window_label
0.076762,,0.221968,7d,False,True,5.0,5.0,1999-02-22T11:37:49.440000+00:00,0,2,0,10,1,0,732,0,1999-03-24T11:37:49.440000+00:00,5.0,30.0,8-30d
0.0825,,0.231712,7d,False,True,5.0,5.025,1995-05-08T23:25:37.560000+00:00,1,7,1,19,6,0,588,0,1995-06-07T23:25:37.560000+00:00,5.0,30.0,8-30d
0.072697,,0.211266,7d,False,True,5.0,5.11,2013-03-30T20:04:45.850000+00:00,0,6,2,9,2,0,1285,0,2013-04-29T20:04:45.850000+00:00,5.0,30.0,8-30d
0.070457,,0.211968,7d,False,True,5.0,5.025,2014-12-11T19:27:36.410000+00:00,0,8,1,26,6,0,1395,0,2015-01-10T19:27:36.410000+00:00,5.0,30.0,8-30d
0.083821,,0.192022,7d,False,True,5.0,5.11,1983-06-16T10:50:46.240000+00:00,0,2,0,3,3,0,195,0,1983-07-16T10:50:46.240000+00:00,5.0,30.0,8-30d
0.08693,,0.204326,7d,False,True,5.0,5.79,1985-01-07T16:13:05.190000+00:00,0,4,1,11,6,0,233,0,1985-02-06T16:13:05.190000+00:00,5.0,30.0,8-30d
0.069851,,0.204392,7d,False,True,5.0,5.11,2008-07-26T18:51:50.970000+00:00,0,6,1,20,3,0,1079,0,2008-08-25T18:51:50.970000+00:00,5.0,30.0,8-30d
0.068485,,0.214904,7d,False,True,5.0,6.2,2021-11-25T23:45:41.752000+00:00,0,9,0,20,3,1,1814,1,2021-12-25T23:45:41.752000+00:00,5.0,30.0,8-30d
0.08733,,0.204646,7d,False,True,5.0,6.0,1984-12-30T23:33:37.720000+00:00,0,4,1,11,6,0,232,0,1985-01-29T23:33:37.720000+00:00,5.0,30.0,8-30d
0.077312,,0.223899,7d,False,True,5.0,5.0,1998-09-26T18:27:05.470000+00:00,0,4,0,9,5,0,719,0,1998-10-26T18:27:05.470000+00:00,5.0,30.0,8-30d
0.086616,,0.228863,7d,False,True,5.0,5.11,1994-05-05T06:04:02.290000+00:00,0,10,6,16,6,0,550,0,1994-06-04T06:04:02.290000+00:00,5.0,30.0,8-30d
0.089695,,0.20831,7d,False,True,5.0,5.5,1986-07-26T20:24:47.880000+00:00,0,3,0,4,2,0,267,0,1986-08-25T20:24:47.880000+00:00,5.0,30.0,8-30d
0.071753,,0.208527,7d,False,True,5.0,5.025,2006-06-19T14:53:08.340000+00:00,0,5,1,15,4,0,993,0,2006-07-19T14:53:08.340000+00:00,5.0,30.0,8-30d
0.087383,,0.168217,7d,False,True,5.0,5.025,1979-03-03T12:25:41.900000+00:00,0,4,1,9,3,0,95,0,1979-04-02T12:25:41.900000+00:00,5.0,30.0,8-30d
0.077112,,0.222988,7d,False,True,5.0,5.45,1998-08-18T04:10:20.690000+00:00,0,3,1,10,4,0,716,0,1998-09-17T04:10:20.690000+00:00,5.0,30.0,8-30d
0.085985,,0.207011,7d,False,True,5.0,5.365,1987-04-29T05:15:34.270000+00:00,0,3,1,6,3,0,282,0,1987-05-29T05:15:34.270000+00:00,5.0,30.0,8-30d
0.086759,,0.231041,7d,False,True,5.0,5.5,1991-12-04T03:27:24.260000+00:00,0,5,0,10,4,0,453,0,1992-01-03T03:27:24.260000+00:00,5.0,30.0,8-30d
0.069789,,0.213847,7d,False,True,5.0,5.195,2020-08-30T01:47:38.842000+00:00,0,7,0,26,7,0,1714,0,2020-09-29T01:47:38.842000+00:00,5.0,30.0,8-30d
0.071989,,0.20782,7d,False,True,5.0,5.0,2006-11-03T14:43:10.270000+00:00,0,4,0,12,2,1,1008,1,2006-12-03T14:43:10.270000+00:00,5.0,30.0,8-30d
0.068648,,0.211427,7d,False,True,5.0,5.025,2015-09-17T18:34:17.230000+00:00,1,10,1,20,2,0,1438,0,2015-10-17T18:34:17.230000+00:00,5.0,30.0,8-30d
0.098872,,0.176937,7d,False,True,5.0,5.365,1975-06-28T21:32:02.200000+00:00,0,4,0,5,4,0,37,0,1975-07-28T21:32:02.200000+00:00,5.0,30.0,8-30d
0.06989,,0.211541,7d,False,True,5.0,5.11,2018-06-05T16:33:54.700000+00:00,0,9,0,18,4,0,1589,0,2018-07-05T16:33:54.700000+00:00,5.0,30.0,8-30d
0.075601,,0.216076,7d,False,True,5.0,5.365,2001-12-02T22:41:13.790000+00:00,0,4,0,10,4,0,823,0,2002-01-01T22:41:13.790000+00:00,5.0,30.0,8-30d
0.081921,,0.230627,7d,False,True,5.0,5.11,1994-08-05T11:19:10.410000+00:00,1,3,1,7,6,0,557,0,1994-09-04T11:19:10.410000+00:00,5.0,30.0,8-30d
0.086072,,0.227989,7d,False,True,5.0,5.11,1991-07-19T07:05:29.570000+00:00,0,6,0,13,6,1,438,1,1991-08-18T07:05:29.570000+00:00,5.0,30.0,8-30d
0.087901,,0.196543,7d,False,True,5.0,5.195,1983-09-18T17:27:41.170000+00:00,0,3,0,7,6,2,201,1,1983-10-18T17:27:41.170000+00:00,5.0,30.0,8-30d
0.098872,,0.175241,7d,False,True,5.0,6.5,1975-07-08T12:04:42.400000+00:00,0,3,0,5,4,0,37,0,1975-08-07T12:04:42.400000+00:00,5.0,30.0,8-30d
0.085486,,0.218342,7d,False,True,5.0,5.8,1989-06-12T00:04:09.760000+00:00,0,5,1,13,7,1,366,1,1989-07-12T00:04:09.760000+00:00,5.0,30.0,8-30d
0.075721,,0.215915,7d,False,True,5.0,5.195,2001-02-27T01:46:05.310000+00:00,0,3,0,7,3,0,791,0,2001-03-29T01:46:05.310000+00:00,5.0,30.0,8-30d
0.082623,,0.231784,7d,False,True,5.0,6.4,1995-05-06T01:59:07.130000+00:00,0,8,1,18,6,0,587,0,1995-06-05T01:59:07.130000+00:00,5.0,30.0,8-30d
0.067522,,0.211822,7d,False,True,5.0,5.025,2019-04-29T17:39:44.540000+00:00,1,4,1,19,4,0,1634,0,2019-05-29T17:39:44.540000+00:00,5.0,30.0,8-30d
0.059483,,0.148095,7d,False,True,5.0,5.45,1973-07-04T21:04:46.300000+00:00,0,3,0,6,4,0,7,0,1973-08-03T21:04:46.300000+00:00,5.0,30.0,8-30d
0.08471,,0.23049,7d,False,True,5.0,5.195,1991-09-07T03:00:24.380000+00:00,0,3,1,12,8,0,443,0,1991-10-07T03:00:24.380000+00:00,5.0,30.0,8-30d
0.0736,,0.210083,7d,False,True,5.0,5.11,2003-06-04T13:16:13.480000+00:00,0,2,0,6,1,0,854,0,2003-07-04T13:16:13.480000+00:00,5.0,30.0,8-30d
0.069547,,0.211777,7d,False,True,5.0,5.1,2019-04-04T07:45:30.378000+00:00,0,7,2,21,4,1,1631,1,2019-05-04T07:45:30.378000+00:00,5.0,30.0,8-30d
0.088192,,0.156234,7d,False,True,5.0,5.025,1974-09-21T06:27:41.800000+00:00,0,2,0,3,2,0,24,0,1974-10-21T06:27:41.800000+00:00,5.0,30.0,8-30d
0.086092,,0.217513,7d,False,True,5.0,5.5,1989-04-13T07:25:36.700000+00:00,0,6,1,11,6,0,359,0,1989-05-13T07:25:36.700000+00:00,5.0,30.0,8-30d
0.084924,,0.200311,7d,False,True,5.0,5.025,1985-06-17T21:52:49.290000+00:00,0,1,0,1,1,0,237,0,1985-07-17T21:52:49.290000+00:00,5.0,30.0,8-30d
0.069713,,0.204232,7d,False,True,5.0,5.025,2009-01-07T10:27:06.710000+00:00,1,3,1,19,5,0,1101,0,2009-02-06T10:27:06.710000+00:00,5.0,30.0,8-30d
0.085693,,0.173143,7d,False,True,5.0,5.28,1981-06-30T21:55:47.100000+00:00,1,4,1,6,3,0,140,0,1981-07-30T21:55:47.100000+00:00,5.0,30.0,8-30d
0.087861,,0.180739,7d,False,True,5.0,5.365,1982-04-05T02:19:44.590000+00:00,0,2,0,7,5,0,162,0,1982-05-05T02:19:44.590000+00:00,5.0,30.0,8-30d
0.090588,,0.169656,7d,False,True,5.0,5.195,1975-09-17T03:00:20.100000+00:00,0,1,0,1,1,1,38,1,1975-10-17T03:00:20.100000+00:00,5.0,30.0,8-30d
0.074748,,0.210027,7d,False,True,5.0,5.195,2012-11-11T01:32:27.630000+00:00,0,15,1,28,11,1,1263,1,2012-12-11T01:32:27.630000+00:00,5.0,30.0,8-30d
0.071514,,0.206393,7d,False,True,5.0,5.5,2007-11-07T07:10:21.970000+00:00,1,8,2,17,3,0,1044,0,2007-12-07T07:10:21.970000+00:00,5.0,30.0,8-30d
0.092125,,0.156658,7d,False,True,5.0,5.365,1977-12-23T21:00:25.800000+00:00,0,2,0,5,4,0,61,0,1978-01-22T21:00:25.800000+00:00,5.0,30.0,8-30d
0.070338,,0.206697,7d,False,True,5.0,5.11,2009-10-11T18:26:11.170000+00:00,0,4,1,12,8,1,1128,1,2009-11-10T18:26:11.170000+00:00,5.0,30.0,8-30d
0.082638,,0.227938,7d,False,True,5.0,5.195,1993-12-02T22:04:38.490000+00:00,0,5,0,6,2,0,533,0,1994-01-01T22:04:38.490000+00:00,5.0,30.0,8-30d
0.086166,,0.213168,7d,False,True,5.0,5.1,1988-08-13T19:59:51.100000+00:00,1,5,1,16,7,0,332,0,1988-09-12T19:59:51.100000+00:00,5.0,30.0,8-30d
0.086636,,0.225884,7d,False,True,5.0,5.28,1990-12-29T19:24:12.150000+00:00,0,7,1,12,8,2,416,1,1991-01-28T19:24:12.150000+00:00,5.0,30.0,8-30d
0.071371,,0.211308,7d,False,True,5.0,5.195,2013-09-20T11:53:26.430000+00:00,0,7,0,16,6,0,1308,0,2013-10-20T11:53:26.430000+00:00,5.0,30.0,8-30d
0.071371,,0.211307,7d,False,True,5.0,5.7,2013-09-20T12:24:46.270000+00:00,0,6,0,16,6,0,1308,0,2013-10-20T12:24:46.270000+00:00,5.0,30.0,8-30d
0.086629,,0.171972,7d,False,True,5.0,5.11,1975-01-23T01:37:42.900000+00:00,0,1,0,4,3,0,30,0,1975-02-22T01:37:42.900000+00:00,5.0,30.0,8-30d
0.086867,,0.177437,7d,False,True,5.0,5.025,1982-02-26T00:05:47.590000+00:00,0,2,0,8,5,2,158,1,1982-03-28T00:05:47.590000+00:00,5.0,30.0,8-30d
0.079296,,0.224602,7d,False,True,5.0,5.11,1997-11-22T02:34:43.790000+00:00,0,3,0,11,3,0,695,0,1997-12-22T02:34:43.790000+00:00,5.0,30.0,8-30d
0.082285,,0.232038,7d,False,True,5.0,5.195,1995-06-17T21:09:20.600000+00:00,0,5,1,17,7,0,593,0,1995-07-17T21:09:20.600000+00:00,5.0,30.0,8-30d
0.073079,,0.20727,7d,False,True,5.0,5.0,2005-02-15T11:15:11.700000+00:00,0,11,2,18,2,0,935,0,2005-03-17T11:15:11.700000+00:00,5.0,30.0,8-30d
0.078597,,0.224722,7d,False,True,5.0,6.0,1997-05-08T02:53:14.730000+00:00,0,2,0,8,3,0,674,0,1997-06-07T02:53:14.730000+00:00,5.0,30.0,8-30d
0.068418,,0.211562,7d,False,True,5.0,5.025,2016-06-27T00:27:43.780000+00:00,0,7,1,19,4,2,1478,1,2016-07-27T00:27:43.780000+00:00,5.0,30.0,8-30d
0.069306,,0.214374,7d,False,True,5.0,5.11,2021-04-28T19:50:53.770000+00:00,1,14,5,26,6,0,1767,0,2021-05-28T19:50:53.770000+00:00,5.0,30.0,8-30d
0.059937,,0.194108,7d,False,True,5.0,5.195,1973-10-30T02:45:00.600000+00:00,0,2,0,4,4,0,12,0,1973-11-29T02:45:00.600000+00:00,5.0,30.0,8-30d
0.077324,,0.222854,7d,False,True,5.0,5.11,1998-07-27T19:03:18.750000+00:00,0,5,0,12,3,0,715,0,1998-08-26T19:03:18.750000+00:00,5.0,30.0,8-30d
0.077894,,0.218124,7d,False,True,5.0,5.025,2000-03-18T16:38:23.180000+00:00,0,5,1,14,3,0,770,0,2000-04-17T16:38:23.180000+00:00,5.0,30.0,8-30d
0.087856,,0.164121,7d,False,True,5.0,5.11,1978-10-20T17:21:46.200000+00:00,0,2,1,5,2,0,82,0,1978-11-19T17:21:46.200000+00:00,5.0,30.0,8-30d
0.086437,,0.204839,7d,False,True,5.0,5.11,1985-01-25T20:58:17.980000+00:00,0,3,0,9,6,0,234,0,1985-02-24T20:58:17.980000+00:00,5.0,30.0,8-30d
0.087901,,0.197416,7d,False,True,5.0,5.79,1983-08-30T10:39:27.360000+00:00,0,5,2,7,6,0,201,0,1983-09-29T10:39:27.360000+00:00,5.0,30.0,8-30d
0.08609,,0.201064,7d,False,True,5.0,5.45,1984-09-22T09:10:30.160000+00:00,0,4,1,6,5,0,221,0,1984-10-22T09:10:30.160000+00:00,5.0,30.0,8-30d
0.08858,,0.227398,7d,False,True,5.0,5.11,1991-01-03T07:05:32.830000+00:00,1,9,3,15,10,0,419,0,1991-02-02T07:05:32.830000+00:00,5.0,30.0,8-30d
0.095095,,0.169249,7d,False,True,5.0,5.365,1978-02-03T23:46:43.900000+00:00,0,5,0,8,8,0,66,0,1978-03-05T23:46:43.900000+00:00,5.0,30.0,8-30d
0.084358,,0.184292,7d,False,True,5.0,5.11,1982-09-20T17:14:28.220000+00:00,0,3,0,8,6,0,176,0,1982-10-20T17:14:28.220000+00:00,5.0,30.0,8-30d
0.075721,,0.215825,7d,False,True,5.0,5.2,2001-03-03T22:55:59.160000+00:00,0,3,1,8,3,0,791,0,2001-04-02T22:55:59.160000+00:00,5.0,30.0,8-30d
0.069852,,0.214382,7d,False,True,5.0,5.28,2021-04-28T02:33:01.489000+00:00,0,16,4,25,6,0,1766,0,2021-05-28T02:33:01.489000+00:00,5.0,30.0,8-30d
0.080836,,0.224945,7d,False,True,5.0,5.2,1996-07-27T08:45:18.470000+00:00,0,11,1,23,3,0,644,0,1996-08-26T08:45:18.470000+00:00,5.0,30.0,8-30d
0.068648,,0.21137,7d,False,True,5.0,5.025,2015-09-22T13:19:20.760000+00:00,0,7,1,19,2,0,1438,0,2015-10-22T13:19:20.760000+00:00,5.0,30.0,8-30d
0.074277,,0.208208,7d,False,True,5.0,5.6,2006-05-11T17:22:51.960000+00:00,0,6,0,19,5,0,988,0,2006-06-10T17:22:51.960000+00:00,5.0,30.0,8-30d
0.070336,,0.212732,7d,False,True,5.0,5.025,2016-10-11T07:30:14.280000+00:00,0,6,0,16,5,0,1496,0,2016-11-10T07:30:14.280000+00:00,5.0,30.0,8-30d
0.074748,,0.210027,7d,False,True,5.0,5.11,2012-11-11T01:29:58.670000+00:00,0,17,1,28,11,1,1263,1,2012-12-11T01:29:58.670000+00:00,5.0,30.0,8-30d
0.084675,,0.222078,7d,False,True,5.0,5.11,1990-08-29T02:41:35.010000+00:00,0,3,0,7,4,0,404,0,1990-09-28T02:41:35.010000+00:00,5.0,30.0,8-30d
0.07532,,0.216404,7d,False,True,5.0,5.025,2001-05-26T14:51:45.550000+00:00,0,3,1,18,4,1,803,1,2001-06-25T14:51:45.550000+00:00,5.0,30.0,8-30d
0.08554,,0.171949,7d,False,True,5.0,5.025,1981-06-17T11:12:55.330000+00:00,0,3,1,6,4,1,138,1,1981-07-17T11:12:55.330000+00:00,5.0,30.0,8-30d
0.086015,,0.227105,7d,False,True,5.0,5.025,1991-05-28T20:04:50.010000+00:00,0,4,3,11,5,0,430,0,1991-06-27T20:04:50.010000+00:00,5.0,30.0,8-30d
0.086447,,0.219105,7d,False,True,5.0,5.025,1989-12-03T10:58:18.080000+00:00,0,7,3,10,4,0,380,0,1990-01-02T10:58:18.080000+00:00,5.0,30.0,8-30d
0.077484,,0.205973,7d,False,True,5.0,5.9,2009-09-03T19:51:06.960000+00:00,0,6,0,12,7,0,1124,0,2009-10-03T19:51:06.960000+00:00,5.0,30.0,8-30d
0.068198,,0.211964,7d,False,True,5.0,5.025,2017-12-03T09:47:14.290000+00:00,0,6,1,11,4,1,1558,1,2018-01-02T09:47:14.290000+00:00,5.0,30.0,8-30d
0.06989,,0.211478,7d,False,True,5.0,5.195,2018-06-11T04:53:50.390000+00:00,0,7,0,18,4,0,1589,0,2018-07-11T04:53:50.390000+00:00,5.0,30.0,8-30d
0.069712,,0.20678,7d,False,True,5.0,5.7,2012-07-29T02:21:12.600000+00:00,0,5,0,13,6,0,1233,0,2012-08-28T02:21:12.600000+00:00,5.0,30.0,8-30d
0.087349,,0.200319,7d,False,True,5.0,6.0,1984-05-06T15:19:11.420000+00:00,0,5,0,7,5,0,214,0,1984-06-05T15:19:11.420000+00:00,5.0,30.0,8-30d
0.070419,,0.210691,7d,False,True,5.0,5.025,2014-08-01T20:27:50.430000+00:00,0,4,0,19,2,1,1361,1,2014-08-31T20:27:50.430000+00:00,5.0,30.0,8-30d
0.075013,,0.212627,7d,False,True,5.0,5.025,2002-07-14T01:15:11.280000+00:00,0,5,0,10,1,0,834,0,2002-08-13T01:15:11.280000+00:00,5.0,30.0,8-30d
0.086447,,0.218917,7d,False,True,5.0,5.11,1989-12-09T11:32:28.520000+00:00,0,4,0,10,4,4,380,1,1990-01-08T11:32:28.520000+00:00,5.0,30.0,8-30d
0.06713,,0.211905,7d,False,True,5.0,5.025,2019-07-19T09:52:01.986000+00:00,1,6,1,14,3,0,1644,0,2019-08-18T09:52:01.986000+00:00,5.0,30.0,8-30d
0.059516,,0.200851,7d,False,True,5.0,5.11,1974-01-20T20:05:18.700000+00:00,0,2,0,5,3,0,16,0,1974-02-19T20:05:18.700000+00:00,5.0,30.0,8-30d
0.082419,,0.230772,7d,False,True,5.0,5.11,1994-10-18T20:45:02.380000+00:00,0,4,0,8,4,0,563,0,1994-11-17T20:45:02.380000+00:00,5.0,30.0,8-30d
0.069798,,0.213935,7d,False,True,5.0,5.365,2020-09-20T01:59:05.610000+00:00,0,8,0,23,6,0,1720,0,2020-10-20T01:59:05.610000+00:00,5.0,30.0,8-30d
0.068552,,0.212558,7d,False,True,5.0,5.195,2016-10-26T02:21:58.690000+00:00,0,4,0,12,3,0,1497,0,2016-11-25T02:21:58.690000+00:00,5.0,30.0,8-30d
0.085913,,0.230312,7d,False,True,5.0,5.11,1992-09-21T12:17:19.830000+00:00,0,3,0,8,2,0,489,0,1992-10-21T12:17:19.830000+00:00,5.0,30.0,8-30d
0.091447,,0.161735,7d,False,True,5.0,5.025,1976-05-25T04:48:41.900000+00:00,1,2,1,4,3,0,45,0,1976-06-24T04:48:41.900000+00:00,5.0,30.0,8-30d
0.069143,,0.212572,7d,False,True,5.0,5.11,2023-08-19T15:20:35.313000+00:00,0,8,3,21,5,0,1917,0,2023-09-18T15:20:35.313000+00:00,5.0,30.0,8-30d
0.090847,,0.226622,7d,False,True,5.0,5.28,1991-01-28T22:24:46.690000+00:00,0,6,0,16,8,0,420,0,1991-02-27T22:24:46.690000+00:00,5.0,30.0,8-30d
0.069209,,0.210903,7d,False,True,5.0,5.28,2018-12-27T00:35:50.380000+00:00,2,5,2,12,3,2,1609,1,2019-01-26T00:35:50.380000+00:00,5.0,30.0,8-30d
0.070535,,0.21492,7d,False,True,5.0,5.4,2022-01-21T10:12:31.865000+00:00,0,2,0,20,3,0,1825,0,2022-02-20T10:12:31.865000+00:00,5.0,30.0,8-30d
0.074869,,0.216554,7d,False,True,5.0,5.45,2001-11-06T14:09:25.390000+00:00,0,2,1,11,4,0,820,0,2001-12-06T14:09:25.390000+00:00,5.0,30.0,8-30d
0.071906,,0.206356,7d,False,True,5.0,5.195,2005-06-14T11:37:19.420000+00:00,0,4,1,9,1,2,948,1,2005-07-14T11:37:19.420000+00:00,5.0,30.0,8-30d
0.069519,,0.20679,7d,False,True,5.0,5.11,2011-11-29T13:37:19.070000+00:00,0,3,1,10,5,0,1207,0,2011-12-29T13:37:19.070000+00:00,5.0,30.0,8-30d
0.08362,,0.22999,7d,False,True,5.0,5.8,1994-08-03T14:59:57.570000+00:00,0,3,0,6,5,1,556,1,1994-09-02T14:59:57.570000+00:00,5.0,30.0,8-30d
0.068662,,0.211702,7d,False,True,5.0,5.1,2015-06-28T01:05:28.560000+00:00,1,9,2,16,2,0,1423,0,2015-07-28T01:05:28.560000+00:00,5.0,30.0,8-30d
0.087064,,0.21361,7d,False,True,5.0,5.42,1988-09-27T19:10:10.700000+00:00,0,5,2,18,6,0,339,0,1988-10-27T19:10:10.700000+00:00,5.0,30.0,8-30d
0.069056,,0.211397,7d,False,True,5.0,6.9,2016-04-13T13:55:17.800000+00:00,0,7,2,18,4,1,1466,1,2016-05-13T13:55:17.800000+00:00,5.0,30.0,8-30d
0.070295,,0.206861,7d,False,True,5.0,5.6,2009-12-29T09:01:55.310000+00:00,0,3,0,13,3,0,1140,0,2010-01-28T09:01:55.310000+00:00,5.0,30.0,8-30d
0.072847,,0.2118,7d,False,True,5.0,5.025,2012-12-20T05:56:04.350000+00:00,0,10,1,35,16,0,1276,0,2013-01-19T05:56:04.350000+00:00,5.0,30.0,8-30d
0.070189,,0.212286,7d,False,True,5.0,5.45,2014-01-26T12:38:37.240000+00:00,0,6,1,17,5,0,1330,0,2014-02-25T12:38:37.240000+00:00,5.0,30.0,8-30d
0.075423,,0.213347,7d,False,True,5.0,5.11,2002-09-27T15:20:45.960000+00:00,0,7,1,10,4,0,842,0,2002-10-27T15:20:45.960000+00:00,5.0,30.0,8-30d
0.067014,,0.212603,7d,False,True,5.0,5.365,2023-01-23T13:42:02.771000+00:00,0,8,1,21,1,0,1881,0,2023-02-22T13:42:02.771000+00:00,5.0,30.0,8-30d
0.092736,,0.167601,7d,False,True,5.0,5.365,1978-02-23T23:18:33.200000+00:00,0,2,0,7,6,1,67,1,1978-03-25T23:18:33.200000+00:00,5.0,30.0,8-30d
0.081565,,0.228453,7d,False,True,5.0,5.025,1993-09-20T07:40:54.980000+00:00,0,1,0,6,3,0,527,0,1993-10-20T07:40:54.980000+00:00,5.0,30.0,8-30d
0.08471,,0.23062,7d,False,True,5.0,5.025,1991-09-02T17:20:32.490000+00:00,0,4,1,12,8,0,443,0,1991-10-02T17:20:32.490000+00:00,5.0,30.0,8-30d
0.079757,,0.224972,7d,False,True,5.0,5.025,1996-12-10T12:08:34.290000+00:00,0,4,0,13,3,0,660,0,1997-01-09T12:08:34.290000+00:00,5.0,30.0,8-30d
0.091329,,0.157963,7d,False,True,5.0,5.755,1976-04-05T21:23:30.800000+00:00,0,1,0,3,1,0,43,0,1976-05-05T21:23:30.800000+00:00,5.0,30.0,8-30d
0.084917,,0.222373,7d,False,True,5.0,5.535,1990-04-30T01:55:57.570000+00:00,0,3,1,5,2,0,393,0,1990-05-30T01:55:57.570000+00:00,5.0,30.0,8-30d
0.069719,,0.206508,7d,False,True,5.0,5.7,2011-11-21T03:15:41.560000+00:00,0,3,0,11,5,1,1206,1,2011-12-21T03:15:41.560000+00:00,5.0,30.0,8-30d
0.066986,,0.212839,7d,False,True,5.0,5.195,2019-10-18T16:48:10.169000+00:00,0,3,1,10,6,0,1654,0,2019-11-17T16:48:10.169000+00:00,5.0,30.0,8-30d
0.0711,,0.205062,7d,False,True,5.0,5.1,2010-09-10T17:24:16.610000+00:00,0,2,0,8,2,0,1155,0,2010-10-10T17:24:16.610000+00:00,5.0,30.0,8-30d
0.086867,,0.178082,7d,False,True,5.0,5.025,1982-02-12T16:00:05.010000+00:00,0,3,0,8,5,0,158,0,1982-03-14T16:00:05.010000+00:00,5.0,30.0,8-30d
0.084171,,0.186347,7d,False,True,5.0,5.11,1982-11-18T06:02:29.170000+00:00,0,4,1,8,5,0,181,0,1982-12-18T06:02:29.170000+00:00,5.0,30.0,8-30d
0.071947,,0.205674,7d,False,True,5.0,5.025,2005-12-27T16:19:15.760000+00:00,0,4,1,10,2,0,962,0,2006-01-26T16:19:15.760000+00:00,5.0,30.0,8-30d
0.085925,,0.172457,7d,False,True,5.0,5.28,1979-08-11T20:32:07.900000+00:00,0,2,0,5,2,0,106,0,1979-09-10T20:32:07.900000+00:00,5.0,30.0,8-30d
0.074005,,0.208974,7d,False,True,5.0,5.11,2004-06-03T13:01:21.660000+00:00,0,6,1,14,2,0,896,0,2004-07-03T13:01:21.660000+00:00,5.0,30.0,8-30d
0.091785,,0.158467,7d,False,True,5.0,5.889,1977-05-12T12:20:00.700000+00:00,0,2,1,2,2,0,54,0,1977-06-11T12:20:00.700000+00:00,5.0,30.0,8-30d
0.059937,,0.192107,7d,False,True,5.0,5.11,1973-11-02T12:09:55.200000+00:00,0,1,0,4,4,0,12,0,1973-12-02T12:09:55.200000+00:00,5.0,30.0,8-30d
0.071986,,0.208472,7d,False,True,5.0,5.025,2006-06-23T06:59:56+00:00,1,3,2,16,4,0,994,0,2006-07-23T06:59:56+00:00,5.0,30.0,8-30d
0.083671,,0.231664,7d,False,True,5.0,5.025,1995-07-03T00:59:47.960000+00:00,0,7,2,19,7,0,597,0,1995-08-02T00:59:47.960000+00:00,5.0,30.0,8-30d
0.064901,,0.211487,7d,False,True,5.0,5.4,2024-05-29T13:13:27+00:00,0,6,1,9,2,0,1957,0,2024-06-28T13:13:27+00:00,5.0,30.0,8-30d
0.073099,,0.204015,7d,False,True,5.0,5.025,2008-08-22T18:06:54.390000+00:00,0,6,2,20,3,0,1084,0,2008-09-21T18:06:54.390000+00:00,5.0,30.0,8-30d
0.088725,,0.173651,7d,False,True,5.0,5.025,1979-05-12T06:10:09.200000+00:00,0,4,0,8,4,0,101,0,1979-06-11T06:10:09.200000+00:00,5.0,30.0,8-30d
0.08551,,0.201107,7d,False,True,5.0,5.195,1985-10-31T15:26:08.180000+00:00,0,5,1,10,5,0,247,0,1985-11-30T15:26:08.180000+00:00,5.0,30.0,8-30d
0.092121,,0.169311,7d,False,True,5.0,5.195,1978-04-19T17:01:45.500000+00:00,0,3,0,10,4,0,74,0,1978-05-19T17:01:45.500000+00:00,5.0,30.0,8-30d
0.078274,,0.223887,7d,False,True,5.0,5.025,1998-02-18T09:02:25.990000+00:00,0,6,2,13,2,0,705,0,1998-03-20T09:02:25.990000+00:00,5.0,30.0,8-30d
0.075256,,0.216354,7d,False,True,5.0,5.025,2000-11-09T08:37:50.680000+00:00,0,5,1,7,4,0,786,0,2000-12-09T08:37:50.680000+00:00,5.0,30.0,8-30d
0.059216,,0.182291,7d,False,True,5.0,5.11,1973-09-11T15:55:59.500000+00:00,0,2,1,4,4,0,10,0,1973-10-11T15:55:59.500000+00:00,5.0,30.0,8-30d
0.089613,,0.169169,7d,False,True,5.0,5.535,1980-11-20T18:14:11.700000+00:00,0,1,0,4,3,0,126,0,1980-12-20T18:14:11.700000+00:00,5.0,30.0,8-30d
0.086145,,0.199682,7d,False,True,5.0,5.535,1984-05-21T09:59:07.700000+00:00,0,2,0,7,4,0,215,0,1984-06-20T09:59:07.700000+00:00,5.0,30.0,8-30d
0.086563,,0.208875,7d,False,True,5.0,5.11,1987-09-03T00:52:55.370000+00:00,0,6,1,11,6,0,297,0,1987-10-03T00:52:55.370000+00:00,5.0,30.0,8-30d
0.081532,,0.230485,7d,False,True,5.0,5.025,1994-11-25T21:02:08.280000+00:00,0,1,0,8,4,0,564,0,1994-12-25T21:02:08.280000+00:00,5.0,30.0,8-30d
0.076145,,0.216187,7d,False,True,5.0,5.3,2001-04-10T22:08:15.540000+00:00,0,8,0,16,5,1,799,1,2001-05-10T22:08:15.540000+00:00,5.0,30.0,8-30d
0.081631,,0.224622,7d,False,True,5.0,5.11,1997-02-19T01:35:53.540000+00:00,0,3,0,9,2,0,668,0,1997-03-21T01:35:53.540000+00:00,5.0,30.0,8-30d
